"","area_fips","year","qtr","size_code","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","avg_annual_pay","annual_avg_wkly_wage","area_title","state"
"1012","C2662",2002,"A",0,"All establishment sizes",8649,175678,6776108091,38571,742,"Huntsville, AL","AL"
"1013","C2682",2002,"A",0,"All establishment sizes",3438,45517,1253154698,27531,529,"Idaho Falls, ID","ID"
"1014","C2690",2002,"A",0,"All establishment sizes",39493,810353,29729030139,36687,706,"Indianapolis-Carmel-Anderson, IN","IN"
"1015","C2690",2002,"A",0,"All establishment sizes",39493,810353,29729030139,36687,706,"Indianapolis-Carmel-Greenwood, IN","IN"
"1016","C2698",2002,"A",0,"All establishment sizes",3670,74730,2364704272,31644,609,"Iowa City, IA","IA"
"1017","C2706",2002,"A",0,"All establishment sizes",2241,47354,1610820948,34016,654,"Ithaca, NY","NY"
"1018","C2710",2002,"A",0,"All establishment sizes",3274,59704,1985215344,33251,639,"Jackson, MI","MI"
"1019","C2714",2002,"A",0,"All establishment sizes",12294,223279,6683420548,29933,576,"Jackson, MS","MS"
"1020","C2718",2002,"A",0,"All establishment sizes",2430,55853,1700351285,30443,585,"Jackson, TN","TN"
"1021","C2726",2002,"A",0,"All establishment sizes",28607,529675,17803695810,33612,646,"Jacksonville, FL","FL"
"1022","C2734",2002,"A",0,"All establishment sizes",2583,39137,871528939,22269,428,"Jacksonville, NC","NC"
"1023","C2750",2002,"A",0,"All establishment sizes",3447,65473,2149934284,32837,631,"Janesville-Beloit, WI","WI"
"1024","C2762",2002,"A",0,"All establishment sizes",3728,73150,2091076727,28586,550,"Jefferson City, MO","MO"
"1025","C2774",2002,"A",0,"All establishment sizes",3320,69626,1891896710,27172,523,"Johnson City, TN","TN"
"1026","C2778",2002,"A",0,"All establishment sizes",3615,56522,1508317055,26685,513,"Johnstown, PA","PA"
"1027","C2786",2002,"A",0,"All establishment sizes",2922,45440,1168871290,25724,495,"Jonesboro, AR","AR"
"1028","C2790",2002,"A",0,"All establishment sizes",4491,74313,1976266502,26594,511,"Joplin, MO","MO"
"1029","C2790",2002,"A",0,"All establishment sizes",4491,74313,1976266502,26594,511,"Joplin, MO-KS","KS"
"1030","C2802",2002,"A",0,"All establishment sizes",7273,139033,4731499054,34031,654,"Kalamazoo-Portage, MI","MI"
"1031","C2810",2002,"A",0,"All establishment sizes",2246,41739,1252790889,30015,577,"Kankakee, IL","IL"
"1032","C2814",2002,"A",0,"All establishment sizes",54434,943881,34459743267,36509,702,"Kansas City, MO-KS","KS"
"1033","C2842",2002,"A",0,"All establishment sizes",7123,88042,3096758196,35174,676,"Kennewick-Richland, WA","WA"
"1034","C2866",2002,"A",0,"All establishment sizes",5165,106209,2872343341,27044,520,"Killeen-Temple, TX","TX"
"1035","C2870",2002,"A",0,"All establishment sizes",5984,118389,3574793718,30195,581,"Kingsport-Bristol-Bristol, TN-VA","VA"
"1036","C2870",2002,"A",0,"All establishment sizes",5984,118389,3574793718,30195,581,"Kingsport-Bristol, TN-VA","VA"
"1037","C2874",2002,"A",0,"All establishment sizes",4659,61709,1711046450,27728,533,"Kingston, NY","NY"
"1038","C2894",2002,"A",0,"All establishment sizes",14086,295186,9589315329,32486,625,"Knoxville, TN","TN"
"1039","C2902",2002,"A",0,"All establishment sizes",2158,48366,1972284680,40778,784,"Kokomo, IN","IN"
"1040","C2910",2002,"A",0,"All establishment sizes",3372,68939,1979861493,28719,552,"La Crosse-Onalaska, WI-MN","MN"
"1041","C2914",2002,"A",0,"All establishment sizes",3683,82542,2596787209,31460,605,"Lafayette, IN","IN"
"1042","C2918",2002,"A",0,"All establishment sizes",8100,129117,4096288000,31725,610,"Lafayette, LA","LA"
"1043","C2934",2002,"A",0,"All establishment sizes",4802,85662,2605915524,30421,585,"Lake Charles, LA","LA"
"1044","C2946",2002,"A",0,"All establishment sizes",9853,187178,5522679286,29505,567,"Lakeland-Winter Haven, FL","FL"
"1045","C2954",2002,"A",0,"All establishment sizes",11271,219624,7071196280,32197,619,"Lancaster, PA","PA"
"1046","C2962",2002,"A",0,"All establishment sizes",10310,216248,7738466237,35785,688,"Lansing-East Lansing, MI","MI"
"1047","C2970",2002,"A",0,"All establishment sizes",4170,73549,1819533770,24739,476,"Laredo, TX","TX"
"1048","C2974",2002,"A",0,"All establishment sizes",3554,59841,1511357282,25256,486,"Las Cruces, NM","NM"
"1049","C2982",2002,"A",0,"All establishment sizes",31394,724690,24415071641,33690,648,"Las Vegas-Henderson-Paradise, NV","NV"
"1050","C2982",2002,"A",0,"All establishment sizes",31394,724690,24415071641,33690,648,"Las Vegas-Henderson-North Las Vegas, NV","NV"
"1051","C2994",2002,"A",0,"All establishment sizes",2800,46259,1231440749,26621,512,"Lawrence, KS","KS"
"1052","C3002",2002,"A",0,"All establishment sizes",2108,37346,948286019,25392,488,"Lawton, OK","OK"
"1053","C3014",2002,"A",0,"All establishment sizes",2488,43504,1235479497,28399,546,"Lebanon, PA","PA"
"1054","C3030",2002,"A",0,"All establishment sizes",2015,25685,713663678,27785,534,"Lewiston, ID-WA","WA"
"1055","C3034",2002,"A",0,"All establishment sizes",2875,47662,1355265054,28435,547,"Lewiston-Auburn, ME","ME"
"1056","C3046",2002,"A",0,"All establishment sizes",12701,230058,7712297062,33523,645,"Lexington-Fayette, KY","KY"
"1057","C3062",2002,"A",0,"All establishment sizes",2782,56631,1708885330,30176,580,"Lima, OH","OH"
"1058","C3070",2002,"A",0,"All establishment sizes",7548,153341,4661398247,30399,585,"Lincoln, NE","NE"
"1059","C3078",2002,"A",0,"All establishment sizes",17910,305866,9637230513,31508,606,"Little Rock-North Little Rock-Conway, AR","AR"
"1060","C3086",2002,"A",0,"All establishment sizes",2981,42738,1022614384,23928,460,"Logan, UT-ID","ID"
"1061","C3098",2002,"A",0,"All establishment sizes",5115,82767,2285529956,27614,531,"Longview, TX","TX"
"1062","C3102",2002,"A",0,"All establishment sizes",3238,36076,1150445428,31890,613,"Longview, WA","WA"
"1063","C3102",2002,"A",0,"All establishment sizes",3238,36076,1150445428,31890,613,"Longview-Kelso, WA","WA"
"1064","C3110",2002,"A",0,"All establishment sizes",412284,5459267,227014438711,41583,800,"Los Angeles-Long Beach-Santa Ana, CA","CA"
"1065","C3114",2002,"A",0,"All establishment sizes",32160,569788,19109978394,33539,645,"Louisville-Jefferson County, KY-IN","IN"
"1066","C3118",2002,"A",0,"All establishment sizes",6653,118907,3273760185,27532,529,"Lubbock, TX","TX"
"1067","C3134",2002,"A",0,"All establishment sizes",5827,96084,2808620573,29231,562,"Lynchburg, VA","VA"
"1068","C3142",2002,"A",0,"All establishment sizes",5728,95973,3004612008,31307,602,"Macon, GA","GA"
"1069","C3142",2002,"A",0,"All establishment sizes",5728,95973,3004612008,31307,602,"Macon-Bibb County, GA","GA"
"1070","C3146",2002,"A",0,"All establishment sizes",3334,37948,1018290228,26834,516,"Madera, CA","CA"
"1071","C3154",2002,"A",0,"All establishment sizes",15147,311953,10843844983,34761,668,"Madison, WI","WI"
"1072","C3170",2002,"A",0,"All establishment sizes",11866,188629,7536668487,39955,768,"Manchester-Nashua, NH","NH"
"1073","C3190",2002,"A",0,"All establishment sizes",3031,60238,1845743727,30641,589,"Mansfield, OH","OH"
"1074","C3258",2002,"A",0,"All establishment sizes",8811,173088,4011980665,23179,446,"McAllen-Edinburg-Mission, TX","TX"
"1075","C3278",2002,"A",0,"All establishment sizes",5655,74688,2098574679,28098,540,"Medford, OR","OR"
"1076","C3282",2002,"A",0,"All establishment sizes",23967,588148,20763743481,35304,679,"Memphis, TN-MS-AR","AR"
"1077","C3290",2002,"A",0,"All establishment sizes",5218,66352,1776279483,26771,515,"Merced, CA","CA"
"1078","C3310",2002,"A",0,"All establishment sizes",169004,2159156,76680217320,35514,683,"Miami-Fort Lauderdale-West Palm Beach, FL","FL"
"1079","C3314",2002,"A",0,"All establishment sizes",2530,46311,1313783487,28369,546,"Michigan City-La Porte, IN","IN"
"1080","C3326",2002,"A",0,"All establishment sizes",3994,52470,1724972234,32875,632,"Midland, TX","TX"
"1081","C3334",2002,"A",0,"All establishment sizes",40977,816092,29805918599,36523,702,"Milwaukee-Waukesha-West Allis, WI","WI"
"1082","C3334",2002,"A",0,"All establishment sizes",40977,816092,29805918599,36523,702,"Milwaukee-Waukesha, WI","WI"
"1083","C3346",2002,"A",0,"All establishment sizes",90777,1676783,69958616175,41722,802,"Minneapolis-St. Paul-Bloomington, MN-WI","WI"
"1084","C3354",2002,"A",0,"All establishment sizes",4336,50194,1367728904,27249,524,"Missoula, MT","MT"
"1085","C3366",2002,"A",0,"All establishment sizes",9461,163695,4922984379,30074,578,"Mobile, AL","AL"
"1086","C3370",2002,"A",0,"All establishment sizes",12408,166022,5108364343,30769,592,"Modesto, CA","CA"
"1087","C3374",2002,"A",0,"All establishment sizes",4809,78124,2117094722,27099,521,"Monroe, LA","LA"
"1088","C3378",2002,"A",0,"All establishment sizes",2515,44294,1620247114,36580,703,"Monroe, MI","MI"
"1089","C3386",2002,"A",0,"All establishment sizes",8591,156802,4784009270,30510,587,"Montgomery, AL","AL"
"1090","C3406",2002,"A",0,"All establishment sizes",2761,50194,1450048497,28889,556,"Morgantown, WV","WV"
"1091","C3410",2002,"A",0,"All establishment sizes",2083,45849,1315228988,28686,552,"Morristown, TN","TN"
"1092","C3458",2002,"A",0,"All establishment sizes",3971,43662,1251330958,28659,551,"Mount Vernon-Anacortes, WA","WA"
"1093","C3462",2002,"A",0,"All establishment sizes",2409,51573,1496504651,29017,558,"Muncie, IN","IN"
"1094","C3474",2002,"A",0,"All establishment sizes",3451,62848,1998268842,31795,611,"Muskegon, MI","MI"
"1095","C3474",2002,"A",0,"All establishment sizes",3451,62848,1998268842,31795,611,"Muskegon-Norton Shores, MI","MI"
"1096","C3482",2002,"A",0,"All establishment sizes",8258,98678,2434572494,24672,474,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","NC"
"1097","C3482",2002,"A",0,"All establishment sizes",8258,98678,2434572494,24672,474,"Myrtle Beach-Conway-North Myrtle Beach, SC","SC"
"1098","C3490",2002,"A",0,"All establishment sizes",4597,64099,2280563047,35579,684,"Napa, CA","CA"
"1099","C3494",2002,"A",0,"All establishment sizes",9681,114496,3607447345,31507,606,"Naples-Immokalee-Marco Island, FL","FL"
"1100","C3494",2002,"A",0,"All establishment sizes",9681,114496,3607447345,31507,606,"Naples-Marco Island, FL","FL"
"1101","C3498",2002,"A",0,"All establishment sizes",31274,682253,23725001147,34774,669,"Nashville-Davidson--Murfreesboro--Franklin, TN","TN"
"1102","C3530",2002,"A",0,"All establishment sizes",21683,361799,14546699632,40207,773,"New Haven-Milford, CT","CT"
"1103","C3530",2002,"A",0,"All establishment sizes",21683,361799,14546699632,40207,773,"New Haven, CT","CT"
"1104","C3538",2002,"A",0,"All establishment sizes",35925,589304,19065743141,32353,622,"New Orleans-Metairie, LA","LA"
"1105","C3562",2002,"A",0,"All establishment sizes",531826,7942752,408245619502,51399,988,"New York-Newark-Jersey City, NY-NJ-PA","PA"
"1106","C3562",2002,"A",0,"All establishment sizes",531826,7942752,408245619502,51399,988,"New York-Newark-Jersey City, NY-NJ","NJ"
"1107","C3566",2002,"A",0,"All establishment sizes",4152,64482,2103852087,32627,627,"Niles-Benton Harbor, MI","MI"
"1108","C3566",2002,"A",0,"All establishment sizes",4152,64482,2103852087,32627,627,"Niles, MI","MI"
"1109","C3598",2002,"A",0,"All establishment sizes",6434,127729,4936719206,38650,743,"Norwich-New London, CT","CT"
"1110","C3598",2002,"A",0,"All establishment sizes",6434,127729,4936719206,38650,743,"Norwich-New London-Willimantic, CT","CT"
"1111","C3610",2002,"A",0,"All establishment sizes",5733,83304,2218260807,26628,512,"Ocala, FL","FL"
"1112","C3614",2002,"A",0,"All establishment sizes",4076,40575,1127117196,27778,534,"Ocean City, NJ","NJ"
"1113","C3622",2002,"A",0,"All establishment sizes",3102,49850,1477174520,29632,570,"Odessa, TX","TX"
"1114","C3626",2002,"A",0,"All establishment sizes",10699,175539,5075569183,28914,556,"Ogden-Clearfield, UT","UT"
"1115","C3626",2002,"A",0,"All establishment sizes",10699,175539,5075569183,28914,556,"Ogden, UT","UT"
"1116","C3642",2002,"A",0,"All establishment sizes",29079,523972,15646285142,29861,574,"Oklahoma City, OK","OK"
"1117","C3650",2002,"A",0,"All establishment sizes",6523,86284,2913354073,33765,649,"Olympia-Tumwater, WA","WA"
"1118","C3650",2002,"A",0,"All establishment sizes",6523,86284,2913354073,33765,649,"Olympia-Lacey-Tumwater, WA","WA"
"1119","C3654",2002,"A",0,"All establishment sizes",21383,419586,13775560987,32831,631,"Omaha-Council Bluffs, NE-IA","IA"
"1120","C3654",2002,"A",0,"All establishment sizes",21383,419586,13775560987,32831,631,"Omaha, NE-IA","IA"
"1121","C3674",2002,"A",0,"All establishment sizes",46381,861520,27965483947,32461,624,"Orlando-Kissimmee-Sanford, FL","FL"
"1122","C3678",2002,"A",0,"All establishment sizes",3827,88613,3113432521,35135,676,"Oshkosh-Neenah, WI","WI"
"1123","C3698",2002,"A",0,"All establishment sizes",2902,47394,1390151704,29332,564,"Owensboro, KY","KY"
"1124","C3710",2002,"A",0,"All establishment sizes",19506,296576,11327824294,38195,735,"Oxnard-Thousand Oaks-Ventura, CA","CA"
"1125","C3734",2002,"A",0,"All establishment sizes",11455,183477,6222228030,33913,652,"Palm Bay-Melbourne-Titusville, FL","FL"
"1126","C3746",2002,"A",0,"All establishment sizes",4134,61967,1700881454,27448,528,"Panama City, FL","FL"
"1127","C3746",2002,"A",0,"All establishment sizes",4134,61967,1700881454,27448,528,"Panama City-Panama City Beach, FL","FL"
"1128","C3762",2002,"A",0,"All establishment sizes",4312,70179,2080274618,29642,570,"Parkersburg-Vienna, WV","WV"
"1129","C3770",2002,"A",0,"All establishment sizes",2560,50370,1498061349,29741,572,"Pascagoula, MS","MS"
"1130","C3786",2002,"A",0,"All establishment sizes",9186,146170,4120358500,28189,542,"Pensacola-Ferry Pass-Brent, FL","FL"
"1131","C3790",2002,"A",0,"All establishment sizes",8316,168421,5724420682,33989,654,"Peoria, IL","IL"
"1132","C3798",2002,"A",0,"All establishment sizes",149684,2616752,108292790915,41384,796,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","MD"
"1133","C3806",2002,"A",0,"All establishment sizes",78937,1587945,57236743970,36045,693,"Phoenix-Mesa-Scottsdale, AZ","AZ"
"1134","C3806",2002,"A",0,"All establishment sizes",78937,1587945,57236743970,36045,693,"Phoenix-Mesa-Chandler, AZ","AZ"
"1135","C3822",2002,"A",0,"All establishment sizes",2103,38237,1072103554,28038,539,"Pine Bluff, AR","AR"
"1136","C3830",2002,"A",0,"All establishment sizes",61281,1091564,38725863685,35477,682,"Pittsburgh, PA","PA"
"1137","C3834",2002,"A",0,"All establishment sizes",4625,62511,2044550082,32707,629,"Pittsfield, MA","MA"
"1138","C3854",2002,"A",0,"All establishment sizes",2327,33929,859781689,25340,487,"Pocatello, ID","ID"
"1139","C3886",2002,"A",0,"All establishment sizes",17415,246991,7960514971,32230,620,"Portland-South Portland, ME","ME"
"1140","C3890",2002,"A",0,"All establishment sizes",63005,938509,35311126266,37625,724,"Portland-Vancouver-Hillsboro, OR-WA","WA"
"1141","C3894",2002,"A",0,"All establishment sizes",8491,107018,3119765745,29152,561,"Port St. Lucie, FL","FL"
"1142","C3910",2002,"A",0,"All establishment sizes",16096,235739,8169942386,34657,666,"Poughkeepsie-Newburgh-Middletown, NY","NY"
"1143","C3914",2002,"A",0,"All establishment sizes",4803,51579,1310475641,25407,489,"Prescott, AZ","AZ"
"1144","C3930",2002,"A",0,"All establishment sizes",45406,676657,23132705280,34187,657,"Providence-Warwick, RI-MA","MA"
"1145","C3934",2002,"A",0,"All establishment sizes",9936,143399,4064110396,28341,545,"Provo-Orem, UT","UT"
"1146","C3934",2002,"A",0,"All establishment sizes",9936,143399,4064110396,28341,545,"Provo-Orem-Lehi, UT","UT"
"1147","C3938",2002,"A",0,"All establishment sizes",3265,53808,1493859864,27763,534,"Pueblo, CO","CO"
"1148","C3946",2002,"A",0,"All establishment sizes",3182,42035,1097915774,26119,502,"Punta Gorda, FL","FL"
"1149","C3954",2002,"A",0,"All establishment sizes",4225,75714,2602131217,34368,661,"Racine, WI","WI"
"1150","C3954",2002,"A",0,"All establishment sizes",4225,75714,2602131217,34368,661,"Racine-Mount Pleasant, WI","WI"
"1151","C3958",2002,"A",0,"All establishment sizes",27046,426841,15614760505,36582,704,"Raleigh, NC","NC"
"1152","C3958",2002,"A",0,"All establishment sizes",27046,426841,15614760505,36582,704,"Raleigh-Cary, NC","NC"
"1153","C3966",2002,"A",0,"All establishment sizes",4010,55663,1465336198,26325,506,"Rapid City, SD","SD"
"1154","C3974",2002,"A",0,"All establishment sizes",8549,162274,5503074117,33912,652,"Reading, PA","PA"
"1155","C3982",2002,"A",0,"All establishment sizes",6446,65752,1904275172,28961,557,"Redding, CA","CA"
"1156","C3990",2002,"A",0,"All establishment sizes",11102,192969,6704255061,34743,668,"Reno, NV","NV"
"1157","C4006",2002,"A",0,"All establishment sizes",30279,570205,20769855902,36425,700,"Richmond, VA","VA"
"1158","C4014",2002,"A",0,"All establishment sizes",70124,1071811,33859106318,31591,608,"Riverside-San Bernardino-Ontario, CA","CA"
"1159","C4022",2002,"A",0,"All establishment sizes",8218,150882,4697306138,31132,599,"Roanoke, VA","VA"
"1160","C4034",2002,"A",0,"All establishment sizes",4300,97461,3656684489,37519,722,"Rochester, MN","MN"
"1161","C4038",2002,"A",0,"All establishment sizes",24207,490045,17276285408,35254,678,"Rochester, NY","NY"
"1162","C4042",2002,"A",0,"All establishment sizes",7220,150198,4962279174,33038,635,"Rockford, IL","IL"
"1163","C4058",2002,"A",0,"All establishment sizes",3569,63935,1847268943,28893,556,"Rocky Mount, NC","NC"
"1164","C4066",2002,"A",0,"All establishment sizes",2156,39869,1227116744,30779,592,"Rome, GA","GA"
"1165","C4090",2002,"A",0,"All establishment sizes",60249,845279,32936790083,38966,749,"Sacramento--Roseville--Arden-Arcade, CA","CA"
"1166","C4090",2002,"A",0,"All establishment sizes",60249,845279,32936790083,38966,749,"Sacramento-Roseville-Folsom, CA","CA"
"1167","C4098",2002,"A",0,"All establishment sizes",4774,92084,3227742448,35052,674,"Saginaw, MI","MI"
"1168","C4106",2002,"A",0,"All establishment sizes",4855,90851,2683270607,29535,568,"St. Cloud, MN","MN"
"1169","C4110",2002,"A",0,"All establishment sizes",3340,36638,846354544,23101,444,"St. George, UT","UT"
"1170","C4114",2002,"A",0,"All establishment sizes",3209,50609,1416189092,27983,538,"St. Joseph, MO-KS","KS"
"1171","C4118",2002,"A",0,"All establishment sizes",71863,1294280,47232097620,36493,702,"St. Louis, MO-IL","IL"
"1172","C4142",2002,"A",0,"All establishment sizes",9188,143465,4190548349,29210,562,"Salem, OR","OR"
"1173","C4150",2002,"A",0,"All establishment sizes",11532,166664,5410373778,32463,624,"Salinas, CA","CA"
"1174","C4154",2002,"A",0,"All establishment sizes",3004,48316,1413698368,29259,563,"Salisbury, MD-DE","DE"
"1175","C4154",2002,"A",0,"All establishment sizes",3004,48316,1413698368,29259,563,"Salisbury, MD","MD"
"1176","C4162",2002,"A",0,"All establishment sizes",35307,547638,18394256597,33588,646,"Salt Lake City, UT","UT"
"1177","C4162",2002,"A",0,"All establishment sizes",35307,547638,18394256597,33588,646,"Salt Lake City-Murray, UT","UT"
"1178","C4166",2002,"A",0,"All establishment sizes",2671,44837,1181642339,26354,507,"San Angelo, TX","TX"
"1179","C4170",2002,"A",0,"All establishment sizes",35595,741068,23038811423,31089,598,"San Antonio-New Braunfels, TX","TX"
"1180","C4174",2002,"A",0,"All establishment sizes",79408,1237169,48627462112,39305,756,"San Diego-Carlsbad, CA","CA"
"1181","C4174",2002,"A",0,"All establishment sizes",79408,1237169,48627462112,39305,756,"San Diego-Chula Vista-Carlsbad, CA","CA"
"1182","C4186",2002,"A",0,"All establishment sizes",150684,2026478,104761904128,51697,994,"San Francisco-Oakland-Hayward, CA","CA"
"1183","C4186",2002,"A",0,"All establishment sizes",150684,2026478,104761904128,51697,994,"San Francisco-Oakland-Fremont, CA","CA"
"1184","C4194",2002,"A",0,"All establishment sizes",50932,920665,57568749501,62530,1202,"San Jose-Sunnyvale-Santa Clara, CA","CA"
"1185","C4202",2002,"A",0,"All establishment sizes",8330,100622,3016747140,29981,577,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","CA"
"1186","C4202",2002,"A",0,"All establishment sizes",8330,100622,3016747140,29981,577,"San Luis Obispo-Paso Robles, CA","CA"
"1187","C4206",2002,"A",0,"All establishment sizes",12728,176266,6060441018,34382,661,"Santa Barbara-Santa Maria-Goleta, CA","CA"
"1188","C4210",2002,"A",0,"All establishment sizes",8088,99742,3562910990,35721,687,"Santa Cruz-Watsonville, CA","CA"
"1189","C4214",2002,"A",0,"All establishment sizes",5110,58731,1832793976,31207,600,"Santa Fe, NM","NM"
"1190","C4222",2002,"A",0,"All establishment sizes",16451,192994,7043093240,36494,702,"Santa Rosa, CA","CA"
"1191","C4222",2002,"A",0,"All establishment sizes",16451,192994,7043093240,36494,702,"Santa Rosa-Petaluma, CA","CA"
"1192","C4226",2002,"A",0,"All establishment sizes",18471,263932,7640717459,28950,557,"Sarasota-Bradenton-Venice, FL","FL"
"1193","C4234",2002,"A",0,"All establishment sizes",7798,134243,4134145017,30796,592,"Savannah, GA","GA"
"1194","C4254",2002,"A",0,"All establishment sizes",14026,245508,7238091282,29482,567,"Scranton--Wilkes-Barre--Hazleton, PA","PA"
"1195","C4254",2002,"A",0,"All establishment sizes",14026,245508,7238091282,29482,567,"Scranton--Wilkes-Barre, PA","PA"
"1196","C4266",2002,"A",0,"All establishment sizes",121593,1546450,68339566779,44191,850,"Seattle-Tacoma-Bellevue, WA","WA"
"1197","C4310",2002,"A",0,"All establishment sizes",2649,59361,1908338617,32148,618,"Sheboygan, WI","WI"
"1198","C4330",2002,"A",0,"All establishment sizes",2547,42142,1267852905,30085,579,"Sherman-Denison, TX","TX"
"1199","C4334",2002,"A",0,"All establishment sizes",9608,159523,4634304989,29051,559,"Shreveport-Bossier City, LA","LA"
"1200","C4358",2002,"A",0,"All establishment sizes",4129,74486,2144888740,28796,554,"Sioux City, IA-NE-SD","SD"
"1201","C4362",2002,"A",0,"All establishment sizes",6916,116559,3459969593,29684,571,"Sioux Falls, SD","SD"
"1202","C4362",2002,"A",0,"All establishment sizes",6916,116559,3459969593,29684,571,"Sioux Falls, SD-MN","MN"
"1203","C4378",2002,"A",0,"All establishment sizes",6813,132385,4173460388,31525,606,"South Bend-Mishawaka, IN-MI","MI"
"1204","C4390",2002,"A",0,"All establishment sizes",6701,115947,3832157586,33051,636,"Spartanburg, SC","SC"
"1205","C4406",2002,"A",0,"All establishment sizes",15055,187603,5634949839,30037,578,"Spokane-Spokane Valley, WA","WA"
"1206","C4410",2002,"A",0,"All establishment sizes",5221,145480,5431678257,37336,718,"Springfield, IL","IL"
"1207","C4414",2002,"A",0,"All establishment sizes",18504,285063,9544229169,33481,644,"Springfield, MA","MA"
"1208","C4418",2002,"A",0,"All establishment sizes",10640,170569,4700369965,27557,530,"Springfield, MO","MO"
"1209","C4422",2002,"A",0,"All establishment sizes",2765,53095,1561976325,29418,566,"Springfield, OH","OH"
"1210","C4430",2002,"A",0,"All establishment sizes",3187,64002,1978289884,30910,594,"State College, PA","PA"
"1211","C4470",2002,"A",0,"All establishment sizes",14211,206871,6611226545,31958,615,"Stockton-Lodi, CA","CA"
"1212","C4494",2002,"A",0,"All establishment sizes",2152,38521,962329694,24982,480,"Sumter, SC","SC"
"1213","C4506",2002,"A",0,"All establishment sizes",16134,301069,10293134647,34189,657,"Syracuse, NY","NY"
"1214","C4522",2002,"A",0,"All establishment sizes",8794,162613,4974329945,30590,588,"Tallahassee, FL","FL"
"1215","C4530",2002,"A",0,"All establishment sizes",64615,1136146,36877246949,32458,624,"Tampa-St. Petersburg-Clearwater, FL","FL"
"1216","C4546",2002,"A",0,"All establishment sizes",3687,68267,1923308733,28173,542,"Terre Haute, IN","IN"
"1217","C4550",2002,"A",0,"All establishment sizes",3002,51915,1438927110,27717,533,"Texarkana, TX-AR","AR"
"1218","C4578",2002,"A",0,"All establishment sizes",15917,321722,10712410420,33297,640,"Toledo, OH","OH"
"1219","C4582",2002,"A",0,"All establishment sizes",5913,110985,3392627370,30568,588,"Topeka, KS","KS"
"1220","C4594",2002,"A",0,"All establishment sizes",9960,216145,10368368237,47969,922,"Trenton, NJ","NJ"
"1221","C4594",2002,"A",0,"All establishment sizes",9960,216145,10368368237,47969,922,"Trenton-Princeton, NJ","NJ"
"1222","C4606",2002,"A",0,"All establishment sizes",17041,325869,10321304129,31673,609,"Tucson, AZ","AZ"
"1223","C4614",2002,"A",0,"All establishment sizes",22686,396248,12658674743,31946,614,"Tulsa, OK","OK"
"1224","C4622",2002,"A",0,"All establishment sizes",4515,81824,2473783045,30233,581,"Tuscaloosa, AL","AL"
"1225","C4634",2002,"A",0,"All establishment sizes",4777,84120,2611949141,31050,597,"Tyler, TX","TX"
"1226","C4654",2002,"A",0,"All establishment sizes",6503,125750,3583907686,28500,548,"Utica-Rome, NY","NY"
"1227","C4666",2002,"A",0,"All establishment sizes",3004,50282,1206108676,23987,461,"Valdosta, GA","GA"
"1228","C4670",2002,"A",0,"All establishment sizes",8544,123484,4199108241,34005,654,"Vallejo-Fairfield, CA","CA"
"1229","C4670",2002,"A",0,"All establishment sizes",8544,123484,4199108241,34005,654,"Vallejo, CA","CA"
"1230","C4694",2002,"A",0,"All establishment sizes",3672,42714,1214968435,28444,547,"Vero Beach, FL","FL"
"1231","C4702",2002,"A",0,"All establishment sizes",2918,47521,1499444983,31553,607,"Victoria, TX","TX"
"1232","C4722",2002,"A",0,"All establishment sizes",3211,58776,1976358511,33625,647,"Vineland-Bridgeton, NJ","NJ"
"1233","C4722",2002,"A",0,"All establishment sizes",3211,58776,1976358511,33625,647,"Vineland, NJ","NJ"
"1234","C4726",2002,"A",0,"All establishment sizes",34653,701846,21668830660,30874,594,"Virginia Beach-Norfolk-Newport News, VA-NC","NC"
"1235","C4726",2002,"A",0,"All establishment sizes",34653,701846,21668830660,30874,594,"Virginia Beach-Chesapeake-Norfolk, VA-NC","NC"
"1236","C4730",2002,"A",0,"All establishment sizes",8805,136057,3489830124,25650,493,"Visalia-Porterville, CA","CA"
"1237","C4730",2002,"A",0,"All establishment sizes",8805,136057,3489830124,25650,493,"Visalia, CA","CA"
"1238","C4738",2002,"A",0,"All establishment sizes",4653,97715,2822466534,28885,555,"Waco, TX","TX"
"1239","C4758",2002,"A",0,"All establishment sizes",2213,47627,1560341620,32762,630,"Warner Robins, GA","GA"
"1240","C4790",2002,"A",0,"All establishment sizes",147005,2680160,130493996180,48689,936,"Washington-Arlington-Alexandria, DC-VA-MD-WV","WV"
"1241","C4794",2002,"A",0,"All establishment sizes",4374,82463,2424910910,29406,565,"Waterloo-Cedar Falls, IA","IA"
"1242","C4814",2002,"A",0,"All establishment sizes",3423,67437,2042792183,30292,583,"Wausau, WI","WI"
"1243","C4826",2002,"A",0,"All establishment sizes",2853,48001,1398201889,29129,560,"Weirton-Steubenville, WV-OH","OH"
"1244","C4830",2002,"A",0,"All establishment sizes",4826,43724,1120736036,25632,493,"Wenatchee, WA","WA"
"1245","C4830",2002,"A",0,"All establishment sizes",4826,43724,1120736036,25632,493,"Wenatchee-East Wenatchee, WA","WA"
"1246","C4854",2002,"A",0,"All establishment sizes",3884,62463,1667289671,26693,513,"Wheeling, WV-OH","OH"
"1247","C4862",2002,"A",0,"All establishment sizes",14168,281265,9329791985,33171,638,"Wichita, KS","KS"
